APMC,Commodity,year,Average Difference Raw,Average Difference Deseasonalised,district_name,state_name
armori-desaiganj,paddy-unhusked,2014,217.25,-253.25,gadchiroli,maharashtra
aurad shahajani,sorgum(jawar),2015,-93.0,-842.0,latur,maharashtra
aurad shahajani,sorgum(jawar),2016,-231.66666666666674,-192.33333333333326,latur,maharashtra
yeola,bajri,2014,8.25,-383.75,nasik,maharashtra
bhokar,wheat(husked),2014,-103.25,-275.25,nanded,maharashtra
bhokar,wheat(husked),2015,-154.77777777777783,-156.1111111111111,nanded,maharashtra
jintur,wheat(husked),2014,-10.0,-501.75,parbhani,maharashtra
jintur,wheat(husked),2015,-4.3333333333332575,-26.083333333333258,parbhani,maharashtra
sillod,bajri,2014,70.0,-665.0,aurangabad,maharashtra
sillod,bajri,2015,-89.5,-222.66666666666674,aurangabad,maharashtra
sillod,bajri,2016,20.0,-83.29999999999995,aurangabad,maharashtra
mantha,sorgum(jawar),2014,-339.5,-744.5,jalna,maharashtra
mantha,sorgum(jawar),2015,-405.5,-375.625,jalna,maharashtra
mantha,sorgum(jawar),2016,-83.90909090909099,-316.090909090909,jalna,maharashtra
osmanabad,pigeon pea (tur),2014,50.0,-2002.0,osmanabad,maharashtra
arvi,cotton,2014,137.66666666666652,-1409.3333333333335,wardha,maharashtra
ramtek,rice(paddy-hus),2015,-20.0,-20.0,nagpur,maharashtra
navapur,wheat(husked),2015,-59.0,-59.0,nandurbar,maharashtra
raver-sawada,sorgum(jawar),2016,-589.5,-589.5,jalgaon,maharashtra
ramtek,wheat(husked),2014,25.0,-194.75,nagpur,maharashtra
ramtek,wheat(husked),2015,-95.27272727272725,-99.5454545454545,nagpur,maharashtra
umarga,pigeon pea (tur),2014,-194.5,-1096.75,osmanabad,maharashtra
naigaon,sesamum,2016,-800.0,-800.0,nanded,maharashtra
nandurbar,pigeon pea (tur),2014,-394.5,-1819.0,nandurbar,maharashtra
kada,pigeon pea (tur),2014,0.0,-1604.0,beed,maharashtra
morshi,wheat(husked),2014,-30.75,-495.25,amaravathi,maharashtra
morshi,wheat(husked),2015,-45.08333333333326,-69.83333333333326,amaravathi,maharashtra
lakhandur,wheat(husked),2015,-127.33333333333326,-127.33333333333326,bhandara,maharashtra
kalvan,paddy-unhusked,2016,-70.0,-70.0,nasik,maharashtra
pachora,sunflower,2015,-591.5,-591.5,jalgaon,maharashtra
pachora,sunflower,2016,-760.5,-760.5,jalgaon,maharashtra
malkapur,wheat(husked),2014,-71.33333333333326,-606.6666666666666,buldhana,maharashtra
malkapur,wheat(husked),2015,-108.41666666666674,-150.33333333333326,buldhana,maharashtra
devala,sunflower,2015,-568.0,-568.0,nasik,maharashtra
indapur-bhigwan,sunflower,2014,-1115.0,-1477.0,pune,maharashtra
indapur-bhigwan,sunflower,2015,-968.3000000000002,-982.1999999999998,pune,maharashtra
indapur-bhigwan,sunflower,2016,-904.0,-1004.0,pune,maharashtra
chikhali,wheat(husked),2014,-72.0,-460.0,buldhana,maharashtra
chikhali,wheat(husked),2015,-144.125,-145.5,buldhana,maharashtra
jalgaon jamod-aasalgaon,pigeon pea (tur),2014,-151.75,-1220.25,buldhana,maharashtra
umared,pigeon pea (tur),2014,-524.75,-1460.0,nagpur,maharashtra
aheri,sesamum,2016,-129.19999999999982,-129.19999999999982,gadchiroli,maharashtra
kurdwadi-modnimb,sorgum(jawar),2015,-404.0,-487.91666666666674,solapur,maharashtra
kurdwadi-modnimb,sorgum(jawar),2016,-175.0,-289.18181818181824,solapur,maharashtra
umarkhed,sorgum(jawar),2015,-218.57142857142867,-318.57142857142867,yewatmal,maharashtra
umarkhed,sorgum(jawar),2016,-250.0,-250.0,yewatmal,maharashtra
umarga,rice(paddy-hus),2016,-210.0,-210.0,osmanabad,maharashtra
jalgaon,bajri,2014,112.5,-393.25,jalgaon,maharashtra
murum,sunflower,2015,-128.0,-766.0,osmanabad,maharashtra
murum,sunflower,2016,-30.0,-46.0,osmanabad,maharashtra
akkolkot,maize,2014,-109.0,-109.0,solapur,maharashtra
akkolkot,maize,2016,-61.66666666666674,-61.66666666666674,solapur,maharashtra
mangaon(bhadav),paddy-unhusked,2014,-37.5,-639.0,raigad,maharashtra
mangaon(bhadav),paddy-unhusked,2015,-115.25,-165.125,raigad,maharashtra
mangaon(bhadav),paddy-unhusked,2016,-55.14285714285711,-223.8571428571429,raigad,maharashtra
nagpur,pigeon pea (tur),2014,-300.0,-1820.0,nagpur,maharashtra
akkalkuwa,wheat(husked),2015,-300.0,-300.0,nandurbar,maharashtra
yeola,sorgum(jawar),2014,166.0,-411.0,nasik,maharashtra
yeola,sorgum(jawar),2016,-17.818181818181756,-65.27272727272725,nasik,maharashtra
bhokar,maize,2016,-58.85714285714289,-58.85714285714289,nanded,maharashtra
shrigonda,wheat(husked),2015,-16.0,-16.0,ahmadnagar,maharashtra
washim,maize,2014,-310.0,-310.0,wasim,maharashtra
kej,safflower,2015,-149.5,-149.5,beed,maharashtra
aheri,paddy-unhusked,2014,194.0,-492.33333333333337,gadchiroli,maharashtra
osmanabad,sorgum(jawar),2014,-34.0,-519.0,osmanabad,maharashtra
osmanabad,sorgum(jawar),2015,-121.85714285714289,-118.85714285714289,osmanabad,maharashtra
osmanabad,sorgum(jawar),2016,-32.27272727272725,-157.63636363636374,osmanabad,maharashtra
murbad,paddy-unhusked,2014,364.0,-246.5,thane,maharashtra
murbad,paddy-unhusked,2016,-17.444444444444343,-151.22222222222217,thane,maharashtra
vaijapur,bajri,2014,-78.25,-224.5,aurangabad,maharashtra
umared,mustard,2014,-387.5,-1397.0,nagpur,maharashtra
umared,mustard,2015,-440.8888888888887,-462.55555555555566,nagpur,maharashtra
chakur,sunflower,2016,-908.0,-908.0,latur,maharashtra
vani,wheat(husked),2014,-100.0,-100.0,yewatmal,maharashtra
lonand,wheat(husked),2014,-21.75,-204.75,satara,maharashtra
lonand,wheat(husked),2015,-38.90909090909099,-42.181818181818244,satara,maharashtra
sinner,sunflower,2015,-1333.0,-1333.0,nasik,maharashtra
sinner,sunflower,2016,-449.0,-449.0,nasik,maharashtra
ahmedpur,maize,2014,-244.0,-611.0,latur,maharashtra
aarni,sorgum(jawar),2015,-527.0,-527.0,yewatmal,maharashtra
barshi,safflower,2015,-614.6666666666665,-1300.6666666666667,solapur,maharashtra
khamgaon,safflower,2015,-1258.25,-1258.25,buldhana,maharashtra
dondaicha-sindkheda,wheat(husked),2015,-46.0,-46.0,dhule,maharashtra
nandura,sunflower,2015,-1290.0,-1290.0,buldhana,maharashtra
kada,sorgum(jawar),2014,-17.75,-559.75,beed,maharashtra
kada,sorgum(jawar),2015,-61.25,-89.25,beed,maharashtra
kada,sorgum(jawar),2016,3.272727272727252,-246.81818181818176,beed,maharashtra
jamkhed,bajri,2014,62.25,-433.5,ahmadnagar,maharashtra
jamkhed,bajri,2016,160.33333333333326,-46.66666666666674,ahmadnagar,maharashtra
morshi,pigeon pea (tur),2014,140.5,-1034.5,amaravathi,maharashtra
mohol,sorgum(jawar),2014,14.5,-179.0,solapur,maharashtra
amalner,maize,2014,-269.33333333333326,-598.0,jalgaon,maharashtra
amalner,maize,2015,-86.66666666666674,-125.0,jalgaon,maharashtra
amalner,maize,2016,-57.63636363636374,-99.5454545454545,jalgaon,maharashtra
karanja,pigeon pea (tur),2014,254.5,-989.5,wasim,maharashtra
shrirampur,safflower,2015,-799.0,-799.0,ahmadnagar,maharashtra
washim,mustard,2015,-183.28571428571422,-183.28571428571422,wasim,maharashtra
pusad,wheat(husked),2014,0.6666666666667425,-398.33333333333326,yewatmal,maharashtra
pusad,wheat(husked),2015,-14.299999999999955,-18.5,yewatmal,maharashtra
shegaon,sunflower,2014,-871.0,-1593.5,buldhana,maharashtra
shegaon,sunflower,2015,-788.3636363636365,-797.818181818182,buldhana,maharashtra
shegaon,sunflower,2016,-805.75,-802.5,buldhana,maharashtra
bhokardan,bajri,2015,-22.0,-22.0,jalna,maharashtra
newasa,wheat(husked),2014,2.0,-500.5,ahmadnagar,maharashtra
newasa,wheat(husked),2015,-56.5,-75.25,ahmadnagar,maharashtra
jalkot,sunflower,2015,-500.0,-500.0,latur,maharashtra
jalkot,sunflower,2016,-1158.0,-1158.0,latur,maharashtra
atpadi,maize,2015,76.0,-71.59999999999991,sangli,maharashtra
ambejogai,sunflower,2014,-820.25,-1536.75,beed,maharashtra
ambejogai,sunflower,2015,-669.8571428571427,-782.2857142857142,beed,maharashtra
ambejogai,sunflower,2016,-604.0,-1693.0,beed,maharashtra
chandrapur,pigeon pea (tur),2014,54.0,-1070.0,chandrapur,maharashtra
manora,sorgum(jawar),2016,-50.0,-50.0,wasim,maharashtra
mahagaon,wheat(husked),2015,-168.5,-168.5,yewatmal,maharashtra
rajura,cotton,2014,118.66666666666652,-1448.3333333333335,chandrapur,maharashtra
rajura,cotton,2015,-117.375,-109.5,chandrapur,maharashtra
rajura,cotton,2016,387.5,-224.5,chandrapur,maharashtra
umrane,maize,2015,-25.0,-25.0,nasik,maharashtra
kalamb (os),sunflower,2014,-1042.5,-1989.75,osmanabad,maharashtra
kalamb (os),sunflower,2015,-818.909090909091,-892.4545454545455,osmanabad,maharashtra
kalamb (os),sunflower,2016,-794.9000000000001,-1166.0,osmanabad,maharashtra
chalisgaon,bajri,2014,-72.0,-521.3333333333334,jalgaon,maharashtra
chalisgaon,bajri,2015,-80.5,-97.25,jalgaon,maharashtra
chalisgaon,bajri,2016,25.09090909090901,-145.090909090909,jalgaon,maharashtra
lasalgaon,maize,2014,-299.75,-446.25,nasik,maharashtra
lasalgaon,maize,2015,-128.41666666666674,-134.66666666666674,nasik,maharashtra
lasalgaon,maize,2016,-34.09090909090901,-100.81818181818176,nasik,maharashtra
rahuri,wheat(husked),2015,-101.66666666666674,-101.66666666666674,ahmadnagar,maharashtra
nagpur,wheat(husked),2014,159.75,-238.75,nagpur,maharashtra
gangapur,sorgum(jawar),2014,-54.75,-604.75,aurangabad,maharashtra
gangapur,sorgum(jawar),2015,-179.0,-186.0,aurangabad,maharashtra
gangapur,sorgum(jawar),2016,27.727272727272748,-252.81818181818176,aurangabad,maharashtra
bhandara,pigeon pea (tur),2014,-750.0,-750.0,bhandara,maharashtra
lasalgaon,wheat(husked),2014,87.0,-339.5,nasik,maharashtra
lasalgaon,wheat(husked),2015,-16.75,-18.0,nasik,maharashtra
washim,pigeon pea (tur),2014,388.75,-479.25,wasim,maharashtra
vaduj,wheat(husked),2015,105.63636363636374,-100.18181818181824,satara,maharashtra
satana,bajri,2014,-85.5,-510.25,nasik,maharashtra
satana,bajri,2015,15.111111111111086,-20.444444444444343,nasik,maharashtra
satana,bajri,2016,139.090909090909,-32.0,nasik,maharashtra
beed,pigeon pea (tur),2014,572.0,-1709.0,beed,maharashtra
shirpur,sunflower,2015,-731.0,-1315.5,dhule,maharashtra
shirpur,sunflower,2016,-1530.0,-1167.6666666666665,dhule,maharashtra
beed,bajri,2014,80.0,-337.0,beed,maharashtra
yeotmal,sorgum(jawar),2014,-133.0,-133.0,yewatmal,maharashtra
yeotmal,sorgum(jawar),2015,-70.25,-70.25,yewatmal,maharashtra
yeotmal,sorgum(jawar),2016,-20.5,-20.5,yewatmal,maharashtra
shegaon,pigeon pea (tur),2014,-90.0,-1354.25,buldhana,maharashtra
sonpeth,sorgum(jawar),2014,103.0,-316.33333333333326,parbhani,maharashtra
sonpeth,sorgum(jawar),2016,-53.36363636363626,-99.09090909090901,parbhani,maharashtra
aamgaon,paddy-unhusked,2014,178.75,-209.5,gondiya,maharashtra
newasa,bajri,2014,77.25,-351.5,ahmadnagar,maharashtra
newasa,bajri,2016,230.0,-65.0,ahmadnagar,maharashtra
buldhana,maize,2015,-168.9000000000001,-347.70000000000005,buldhana,maharashtra
buldhana,maize,2016,-93.90909090909099,-210.63636363636374,buldhana,maharashtra
varud-rajura bazar,maize,2014,0.0,-562.5,amaravathi,maharashtra
varud-rajura bazar,maize,2015,-130.1428571428571,-152.1428571428571,amaravathi,maharashtra
varud-rajura bazar,maize,2016,-106.0,-311.0,amaravathi,maharashtra
rahuri-vambori,pigeon pea (tur),2014,-374.0,-1417.25,ahmadnagar,maharashtra
shirur,wheat(husked),2014,-33.5,-528.25,pune,maharashtra
shirur,wheat(husked),2015,-124.81818181818176,-137.090909090909,pune,maharashtra
himayatnagar,wheat(husked),2015,-313.5,-313.5,nanded,maharashtra
baramati,bajri,2014,206.25,-269.5,pune,maharashtra
chalisgaon,pigeon pea (tur),2014,-622.0,-1622.0,jalgaon,maharashtra
ausa,maize,2014,-165.33333333333326,-513.0,latur,maharashtra
ausa,maize,2015,-100.55555555555566,-99.55555555555566,latur,maharashtra
ausa,maize,2016,12.900000000000091,-103.5,latur,maharashtra
ahmedpur,rice(paddy-hus),2016,-85.75,-85.75,latur,maharashtra
tuljapur,wheat(unhusked),2014,1000.0,-225.0,osmanabad,maharashtra
jamner-neri,cotton,2014,13.0,-1336.0,jalgaon,maharashtra
jamner-neri,cotton,2016,455.8571428571431,-108.42857142857156,jalgaon,maharashtra
jalgaon jamod,maize,2014,-377.33333333333337,-711.6666666666666,buldhana,maharashtra
jalgaon jamod,maize,2015,-341.27272727272725,-362.9090909090909,buldhana,maharashtra
jalgaon jamod,maize,2016,-285.25,-472.875,buldhana,maharashtra
buldhana,sorgum(jawar),2014,-400.0,-958.0,buldhana,maharashtra
buldhana,sorgum(jawar),2015,-436.4000000000001,-545.7,buldhana,maharashtra
buldhana,sorgum(jawar),2016,-395.79999999999995,-540.2,buldhana,maharashtra
akkolkot,paddy-unhusked,2016,-769.0,-769.0,solapur,maharashtra
umared,wheat(husked),2014,50.0,-470.25,nagpur,maharashtra
umared,wheat(husked),2015,-28.083333333333258,-46.33333333333326,nagpur,maharashtra
washi(osmanabad),sunflower,2015,-910.0,-910.0,osmanabad,maharashtra
akkolkot,bajri,2014,110.0,-389.0,solapur,maharashtra
akkolkot,bajri,2016,66.33333333333326,-9.333333333333258,solapur,maharashtra
palghar(bevur),paddy-unhusked,2016,-60.0,-60.0,thane,maharashtra
lonand,bajri,2014,28.666666666666742,-444.33333333333337,satara,maharashtra
kalmeshwar,wheat(husked),2014,0.0,-725.0,nagpur,maharashtra
kalmeshwar,wheat(husked),2015,-85.66666666666674,-201.33333333333326,nagpur,maharashtra
barshi-vairag,paddy-unhusked,2014,-560.0,-560.0,solapur,maharashtra
barshi-vairag,paddy-unhusked,2015,-24.0,-24.0,solapur,maharashtra
barshi-vairag,paddy-unhusked,2016,-169.0,-169.0,solapur,maharashtra
jalna,sorgum(jawar),2014,-400.0,-798.25,jalna,maharashtra
jalna,sorgum(jawar),2015,-387.41666666666674,-405.41666666666674,jalna,maharashtra
jalna,sorgum(jawar),2016,-240.70000000000005,-491.70000000000005,jalna,maharashtra
shegaon,sorgum(jawar),2014,-466.5,-744.25,buldhana,maharashtra
shegaon,sorgum(jawar),2015,-429.75,-436.83333333333326,buldhana,maharashtra
shegaon,sorgum(jawar),2016,-335.18181818181824,-467.72727272727275,buldhana,maharashtra
parli-vaijnath,sunflower,2014,-942.5,-942.5,beed,maharashtra
parli-vaijnath,sunflower,2015,-621.25,-621.25,beed,maharashtra
parli-vaijnath,sunflower,2016,-465.5,-465.5,beed,maharashtra
indapur (nimgaon ketki),sunflower,2016,-849.0,-849.0,pune,maharashtra
akola,mustard,2015,-294.5,-294.5,akola,maharashtra
kalvan,pigeon pea (tur),2014,-1300.0,-1300.0,nasik,maharashtra
washim,safflower,2014,-550.0,-550.0,wasim,maharashtra
washim,safflower,2015,-1469.75,-1469.75,wasim,maharashtra
patur,pigeon pea (tur),2014,0.0,-1823.0,akola,maharashtra
bhivandi,rice(paddy-hus),2014,26.0,-438.0,thane,maharashtra
beed,sorgum(jawar),2014,96.5,-110.5,beed,maharashtra
beed,sorgum(jawar),2016,-10.099999999999909,-14.200000000000045,beed,maharashtra
umarga,gr.nut kernels,2014,-1299.0,-1299.0,osmanabad,maharashtra
umarga,gr.nut kernels,2015,-1470.0,-1470.0,osmanabad,maharashtra
amarawati,wheat(husked),2014,132.0,-173.33333333333326,amaravathi,maharashtra
chandur rly.,wheat(husked),2014,-62.5,-563.0,amaravathi,maharashtra
chandur rly.,wheat(husked),2015,-21.0,-106.0,amaravathi,maharashtra
ausa,safflower,2014,-736.0,-1311.75,latur,maharashtra
ausa,safflower,2015,-844.5833333333335,-858.75,latur,maharashtra
lohara,safflower,2015,-599.0,-599.0,osmanabad,maharashtra
nampur,sunflower,2016,-1100.0,-1100.0,nasik,maharashtra
kille dharur,sorgum(jawar),2014,142.5,-336.25,beed,maharashtra
kille dharur,sorgum(jawar),2016,52.818181818181756,-143.0,beed,maharashtra
kada,sunflower,2014,-918.0,-918.0,beed,maharashtra
kada,sunflower,2015,-683.1999999999998,-683.1999999999998,beed,maharashtra
kada,sunflower,2016,-1224.0,-1224.0,beed,maharashtra
savner,pigeon pea (tur),2014,-55.75,-1290.0,nagpur,maharashtra
kille dharur,bajri,2014,139.0,-339.75,beed,maharashtra
kalamnuri,mustard,2015,-250.0,-250.0,hingoli,maharashtra
sindkhed raja,sorgum(jawar),2015,-50.0,-50.0,buldhana,maharashtra
sindkhed raja,sorgum(jawar),2016,-248.8888888888889,-248.8888888888889,buldhana,maharashtra
pathardi,sorgum(jawar),2014,-8.333333333333258,-608.6666666666666,ahmadnagar,maharashtra
pathardi,sorgum(jawar),2015,-50.66666666666674,-105.58333333333326,ahmadnagar,maharashtra
pathardi,sorgum(jawar),2016,-50.72727272727275,-293.27272727272725,ahmadnagar,maharashtra
parli-vaijnath,sorgum(jawar),2014,-170.0,-634.25,beed,maharashtra
parli-vaijnath,sorgum(jawar),2015,-124.0,-152.66666666666674,beed,maharashtra
parli-vaijnath,sorgum(jawar),2016,-75.70000000000005,-326.29999999999995,beed,maharashtra
pandharkawada,sorgum(jawar),2015,-490.0,-490.0,yewatmal,maharashtra
pandharkawada,sorgum(jawar),2016,-165.0,-165.0,yewatmal,maharashtra
jintur-bori,sorgum(jawar),2014,-343.25,-679.75,parbhani,maharashtra
jintur-bori,sorgum(jawar),2015,-378.66666666666674,-363.44444444444434,parbhani,maharashtra
jintur-bori,sorgum(jawar),2016,-190.66666666666674,-500.0,parbhani,maharashtra
katol,sorgum(jawar),2014,-325.5,-859.5,nagpur,maharashtra
katol,sorgum(jawar),2015,-447.9000000000001,-493.5999999999999,nagpur,maharashtra
katol,sorgum(jawar),2016,-331.090909090909,-505.18181818181824,nagpur,maharashtra
washim-ansing,sorgum(jawar),2016,-373.66666666666674,-511.0,wasim,maharashtra
mohol,pigeon pea (tur),2014,-1114.0,-1272.0,solapur,maharashtra
nanded,wheat(husked),2014,87.25,-466.25,nanded,maharashtra
nanded,wheat(husked),2015,-17.0,-34.454545454545496,nanded,maharashtra
alibag,rice(paddy-hus),2014,100.0,-87.5,raigad,maharashtra
parli-vaijnath,maize,2014,-10.0,-10.0,beed,maharashtra
latur-murud,sunflower,2015,-763.0,-763.0,latur,maharashtra
latur-murud,sunflower,2016,-824.75,-824.75,latur,maharashtra
akluj,wheat(husked),2014,92.5,-330.25,solapur,maharashtra
naigaon,sorgum(jawar),2014,-427.66666666666674,-769.3333333333334,nanded,maharashtra
naigaon,sorgum(jawar),2015,-427.0,-398.16666666666674,nanded,maharashtra
naigaon,sorgum(jawar),2016,-280.33333333333326,-478.33333333333326,nanded,maharashtra
devala,wheat(husked),2014,63.75,-370.75,nasik,maharashtra
devala,wheat(husked),2015,-84.16666666666674,-81.16666666666674,nasik,maharashtra
latur,wheat(husked),2014,84.5,-439.75,latur,maharashtra
latur,wheat(husked),2015,29.916666666666742,-1.0,latur,maharashtra
shahada,sunflower,2015,-519.0,-519.0,nandurbar,maharashtra
dudhani,sorgum(jawar),2014,-437.75,-801.75,solapur,maharashtra
dudhani,sorgum(jawar),2015,-77.41666666666674,-93.08333333333326,solapur,maharashtra
dudhani,sorgum(jawar),2016,268.18181818181824,-29.09090909090901,solapur,maharashtra
barshi,sorgum(jawar),2014,-197.0,-644.25,solapur,maharashtra
barshi,sorgum(jawar),2015,-48.91666666666674,-84.75,solapur,maharashtra
barshi,sorgum(jawar),2016,9.0,-232.81818181818176,solapur,maharashtra
barshi-vairag,pigeon pea (tur),2014,-130.5,-1456.75,solapur,maharashtra
katol,maize,2015,-182.83333333333326,-182.83333333333326,nagpur,maharashtra
katol,maize,2016,-128.1428571428571,-128.1428571428571,nagpur,maharashtra
sillod,maize,2014,-410.0,-632.0,aurangabad,maharashtra
sillod,maize,2015,-81.0,-141.33333333333326,aurangabad,maharashtra
sillod,maize,2016,0.5,-62.799999999999955,aurangabad,maharashtra
lasalgaon-niphad,wheat(husked),2015,-116.0,-116.0,nasik,maharashtra
dharni,sorgum(jawar),2015,-490.0,-490.0,amaravathi,maharashtra
dharni,sorgum(jawar),2016,-258.63636363636374,-258.63636363636374,amaravathi,maharashtra
mehkar,sorgum(jawar),2014,-449.0,-859.0,buldhana,maharashtra
mehkar,sorgum(jawar),2015,-522.3,-534.3,buldhana,maharashtra
mehkar,sorgum(jawar),2016,-308.090909090909,-436.63636363636374,buldhana,maharashtra
kurdwadi,wheat(husked),2014,-33.0,-518.6666666666666,solapur,maharashtra
sindi,wheat(husked),2015,-263.83333333333326,-263.83333333333326,wardha,maharashtra
yawal,maize,2014,-102.0,-640.0,jalgaon,maharashtra
yawal,maize,2015,-207.5,-393.0,jalgaon,maharashtra
yawal,maize,2016,-294.72727272727275,-378.5454545454545,jalgaon,maharashtra
akole,maize,2014,65.0,-623.0,ahmadnagar,maharashtra
chandvad,maize,2016,-91.33333333333326,-91.33333333333326,nasik,maharashtra
anajngaon surji,sorgum(jawar),2014,-235.75,-692.5,amaravathi,maharashtra
anajngaon surji,sorgum(jawar),2015,-337.41666666666674,-359.91666666666674,amaravathi,maharashtra
anajngaon surji,sorgum(jawar),2016,-421.79999999999995,-622.2,amaravathi,maharashtra
barshi,sunflower,2014,-647.3333333333335,-1160.0,solapur,maharashtra
barshi,sunflower,2015,-244.0,-283.8333333333335,solapur,maharashtra
barshi,sunflower,2016,-995.3333333333335,-837.3333333333335,solapur,maharashtra
barshi,maize,2014,-178.75,-493.5,solapur,maharashtra
barshi,maize,2015,-26.916666666666742,-29.083333333333258,solapur,maharashtra
barshi,maize,2016,114.27272727272725,-23.454545454545496,solapur,maharashtra
chikhali,sesamum,2016,-250.0,-250.0,buldhana,maharashtra
rahata,pigeon pea (tur),2014,-1300.0,-1300.0,ahmadnagar,maharashtra
parli-vaijnath,safflower,2014,-950.0,-2000.0,beed,maharashtra
parli-vaijnath,safflower,2015,-694.5,-872.5,beed,maharashtra
akole,wheat(husked),2014,32.25,-434.75,ahmadnagar,maharashtra
akole,wheat(husked),2015,-56.63636363636374,-54.90909090909099,ahmadnagar,maharashtra
dharni,maize,2015,-225.0,-225.0,amaravathi,maharashtra
dharni,maize,2016,-60.5,-60.5,amaravathi,maharashtra
aheri,maize,2014,-128.5,-641.5,gadchiroli,maharashtra
aheri,maize,2015,-138.33333333333326,-214.0,gadchiroli,maharashtra
aheri,maize,2016,-45.111111111111086,-220.44444444444434,gadchiroli,maharashtra
mangalwedha,wheat(husked),2014,-30.75,-524.5,solapur,maharashtra
sangrampur-varvatbakal,maize,2015,-307.0,-307.0,buldhana,maharashtra
sangrampur-varvatbakal,maize,2016,-238.75,-238.75,buldhana,maharashtra
rahuri-vambori,sorgum(jawar),2014,159.5,-570.75,ahmadnagar,maharashtra
rahuri-vambori,sorgum(jawar),2015,-255.33333333333326,-237.0,ahmadnagar,maharashtra
rahuri-vambori,sorgum(jawar),2016,-131.72727272727275,-369.36363636363626,ahmadnagar,maharashtra
sinner,wheat(husked),2014,120.25,-451.5,nasik,maharashtra
sinner,wheat(husked),2015,-7.0,-18.833333333333258,nasik,maharashtra
phaltan,sorgum(jawar),2014,32.5,-465.75,satara,maharashtra
phaltan,sorgum(jawar),2015,-43.0,-42.0,satara,maharashtra
phaltan,sorgum(jawar),2016,-57.181818181818244,-170.72727272727275,satara,maharashtra
pachora,sorgum(jawar),2015,-310.5,-310.5,jalgaon,maharashtra
pachora,sorgum(jawar),2016,-189.55555555555566,-189.55555555555566,jalgaon,maharashtra
lasur station,wheat(husked),2014,104.33333333333326,-499.33333333333337,aurangabad,maharashtra
lasur station,wheat(husked),2015,-83.5,-93.75,aurangabad,maharashtra
jintur-bori,safflower,2014,-701.0,-701.0,parbhani,maharashtra
jintur-bori,safflower,2015,-722.0,-722.0,parbhani,maharashtra
lasalgaon-niphad,maize,2015,-80.0,-80.0,nasik,maharashtra
yeotmal,pigeon pea (tur),2014,121.5,-1201.5,yewatmal,maharashtra
akot,wheat(husked),2015,-162.33333333333326,-383.1111111111111,akola,maharashtra
shirur,sunflower,2016,-1250.0,-1250.0,pune,maharashtra
navapur,sorgum(jawar),2014,-150.0,-900.0,nandurbar,maharashtra
navapur,sorgum(jawar),2015,-365.0,-468.5,nandurbar,maharashtra
navapur,sorgum(jawar),2016,-208.44444444444434,-243.0,nandurbar,maharashtra
barshi-vairag,bajri,2015,-23.0,-23.0,solapur,maharashtra
barshi-vairag,bajri,2016,-190.0,-190.0,solapur,maharashtra
sengaon,wheat(husked),2015,64.66666666666674,-196.66666666666674,hingoli,maharashtra
shrirampur-belapur,sorgum(jawar),2015,-532.5,-532.5,ahmadnagar,maharashtra
shrirampur-belapur,sorgum(jawar),2016,-142.79999999999995,-142.79999999999995,ahmadnagar,maharashtra
washim,sorgum(jawar),2014,-255.0,-666.25,wasim,maharashtra
washim,sorgum(jawar),2015,-365.9000000000001,-361.5,wasim,maharashtra
washim,sorgum(jawar),2016,-394.79999999999995,-481.5,wasim,maharashtra
bhokardan-pimpalgaon renu,sorgum(jawar),2014,-326.75,-724.5,jalna,maharashtra
bhokardan-pimpalgaon renu,sorgum(jawar),2015,-415.81818181818176,-409.81818181818176,jalna,maharashtra
bhokardan-pimpalgaon renu,sorgum(jawar),2016,-180.20000000000005,-320.4000000000001,jalna,maharashtra
kalamb (os),safflower,2014,-706.75,-1438.0,osmanabad,maharashtra
kalamb (os),safflower,2015,-835.75,-894.0833333333335,osmanabad,maharashtra
udgir,wheat(husked),2014,-200.0,-200.0,latur,maharashtra
udgir,wheat(husked),2015,-222.8888888888889,-222.8888888888889,latur,maharashtra
achalpur,mustard,2015,-169.66666666666652,-169.66666666666652,amaravathi,maharashtra
sailu,pigeon pea (tur),2014,-60.25,-1211.0,parbhani,maharashtra
sangamner,sorgum(jawar),2014,155.0,-425.5,ahmadnagar,maharashtra
sangamner,sorgum(jawar),2016,81.27272727272725,-182.090909090909,ahmadnagar,maharashtra
malegaon (washim),wheat(husked),2015,-65.66666666666674,-65.66666666666674,wasim,maharashtra
sakri,wheat(husked),2014,-160.0,-604.0,dhule,maharashtra
sakri,wheat(husked),2015,-214.83333333333326,-219.33333333333326,dhule,maharashtra
chandur bajar,sorgum(jawar),2014,-249.33333333333326,-749.0,amaravathi,maharashtra
chandur bajar,sorgum(jawar),2015,-356.25,-389.25,amaravathi,maharashtra
chandur bajar,sorgum(jawar),2016,-352.909090909091,-515.6363636363637,amaravathi,maharashtra
nandurbar,sorgum(jawar),2014,-323.25,-707.0,nandurbar,maharashtra
nandurbar,sorgum(jawar),2015,-317.4545454545455,-340.090909090909,nandurbar,maharashtra
nandurbar,sorgum(jawar),2016,-319.0,-527.6363636363637,nandurbar,maharashtra
parola,wheat(husked),2015,-158.5,-734.5,jalgaon,maharashtra
lasalgaon,bajri,2014,-78.25,-225.5,nasik,maharashtra
lasalgaon,bajri,2015,-13.0,-19.75,nasik,maharashtra
jalna,pigeon pea (tur),2014,-34.75,-1403.25,jalna,maharashtra
dound,maize,2014,-153.5,-490.0,pune,maharashtra
