APMC,Commodity,year,Average Difference Raw,Average Difference Deseasonalised,district_name,state_name
khultabad,maize,2016,-145.75,-145.75,aurangabad,maharashtra
khamgaon,sorgum(jawar),2014,-462.5,-781.75,buldhana,maharashtra
khamgaon,sorgum(jawar),2015,-446.72727272727275,-458.18181818181824,buldhana,maharashtra
khamgaon,sorgum(jawar),2016,-317.0,-411.36363636363626,buldhana,maharashtra
shrirampur,mustard,2015,-4.0,-4.0,ahmadnagar,maharashtra
manwat,wheat(husked),2015,-22.40000000000009,-22.40000000000009,parbhani,maharashtra
devani,sorgum(jawar),2015,-55.0,-55.0,latur,maharashtra
devani,sorgum(jawar),2016,-249.5,-249.5,latur,maharashtra
telhara,sorgum(jawar),2014,-491.25,-799.25,akola,maharashtra
telhara,sorgum(jawar),2015,-399.63636363636374,-436.72727272727275,akola,maharashtra
telhara,sorgum(jawar),2016,-379.909090909091,-575.8181818181818,akola,maharashtra
vaijapur,maize,2014,-309.25,-488.25,aurangabad,maharashtra
vaijapur,maize,2015,-33.0,-74.71428571428578,aurangabad,maharashtra
vaijapur,maize,2016,79.20000000000005,-20.59999999999991,aurangabad,maharashtra
sangrampur,sorgum(jawar),2014,-549.6666666666666,-549.6666666666666,buldhana,maharashtra
sangrampur,sorgum(jawar),2015,-616.9,-616.9,buldhana,maharashtra
nandurbar,bajri,2014,-190.75,-564.0,nandurbar,maharashtra
nandurbar,bajri,2015,-184.5454545454545,-189.81818181818176,nandurbar,maharashtra
nandurbar,bajri,2016,11.909090909090992,-203.0,nandurbar,maharashtra
ashti (jalna),sorgum(jawar),2015,-63.33333333333326,-63.33333333333326,jalna,maharashtra
ashti (jalna),sorgum(jawar),2016,-216.66666666666674,-216.66666666666674,jalna,maharashtra
umarga,bajri,2014,-136.75,-336.0,osmanabad,maharashtra
umarga,bajri,2015,-76.16666666666674,-84.5,osmanabad,maharashtra
umarga,bajri,2016,-46.0,-75.25,osmanabad,maharashtra
kolhapur-laxmipuri,sorgum(jawar),2014,125.0,-421.0,kolhapur,maharashtra
kolhapur-laxmipuri,sorgum(jawar),2016,192.27272727272725,-23.36363636363626,kolhapur,maharashtra
shrigonda,sunflower,2016,-233.5,-233.5,ahmadnagar,maharashtra
ahmedpur,safflower,2014,-849.0,-1950.0,latur,maharashtra
ahmedpur,safflower,2015,-946.7142857142858,-957.8571428571427,latur,maharashtra
shahada,bajri,2014,59.66666666666674,-445.33333333333337,nandurbar,maharashtra
shahada,bajri,2015,1.7000000000000455,-0.40000000000009095,nandurbar,maharashtra
shahada,bajri,2016,191.20000000000005,-20.0,nandurbar,maharashtra
khamgaon,maize,2014,-262.25,-596.25,buldhana,maharashtra
khamgaon,maize,2015,-211.0,-224.29999999999995,buldhana,maharashtra
khamgaon,maize,2016,-82.81818181818176,-172.18181818181824,buldhana,maharashtra
kalvan,maize,2014,-336.0,-510.66666666666663,nasik,maharashtra
kalvan,maize,2015,-116.66666666666674,-119.33333333333326,nasik,maharashtra
kalvan,maize,2016,24.181818181818244,-39.09090909090901,nasik,maharashtra
jalgaon-masawat,sorgum(jawar),2016,-400.66666666666674,-400.66666666666674,jalgaon,maharashtra
kinwat,sorgum(jawar),2015,-512.1666666666667,-512.1666666666667,nanded,maharashtra
kinwat,sorgum(jawar),2016,-650.0,-650.0,nanded,maharashtra
chalisgaon,rice(paddy-hus),2015,-150.0,-150.0,jalgaon,maharashtra
chalisgaon,rice(paddy-hus),2016,-510.0,-510.0,jalgaon,maharashtra
telhara,maize,2016,-69.0,-69.0,akola,maharashtra
vaijapur,sorgum(jawar),2014,-320.75,-547.75,aurangabad,maharashtra
vaijapur,sorgum(jawar),2015,-160.0,-177.5,aurangabad,maharashtra
vaijapur,sorgum(jawar),2016,37.90909090909099,-105.81818181818176,aurangabad,maharashtra
himayatnagar,sorgum(jawar),2015,-548.5,-548.5,nanded,maharashtra
himayatnagar,sorgum(jawar),2016,-400.0,-400.0,nanded,maharashtra
anajngaon surji,pigeon pea (tur),2014,290.0,-1257.5,amaravathi,maharashtra
yawal,wheat(husked),2015,-25.0,-25.0,jalgaon,maharashtra
bhandara,wheat(husked),2014,-96.0,-549.3333333333334,bhandara,maharashtra
bhandara,wheat(husked),2015,-107.83333333333326,-110.66666666666674,bhandara,maharashtra
ahmednagar,wheat(husked),2014,121.0,-665.0,ahmadnagar,maharashtra
purna,wheat(husked),2014,20.75,-251.0,parbhani,maharashtra
purna,wheat(husked),2015,-72.75,-71.125,parbhani,maharashtra
partur,bajri,2014,-50.0,-575.0,jalna,maharashtra
partur,bajri,2015,-20.818181818181756,-69.63636363636374,jalna,maharashtra
partur,bajri,2016,55.63636363636374,-41.90909090909099,jalna,maharashtra
lasur station,sorgum(jawar),2014,-343.0,-787.0,aurangabad,maharashtra
lasur station,sorgum(jawar),2015,-323.33333333333326,-341.58333333333326,aurangabad,maharashtra
lasur station,sorgum(jawar),2016,-51.799999999999955,-205.5,aurangabad,maharashtra
shevgaon,maize,2014,-310.0,-310.0,ahmadnagar,maharashtra
shevgaon,maize,2015,-49.85714285714289,-49.85714285714289,ahmadnagar,maharashtra
shevgaon,maize,2016,-109.20000000000005,-109.20000000000005,ahmadnagar,maharashtra
umared,sorgum(jawar),2014,55.0,-95.5,nagpur,maharashtra
umared,sorgum(jawar),2015,-79.0,-96.0,nagpur,maharashtra
lonar,wheat(husked),2014,-29.25,-211.5,buldhana,maharashtra
lonar,wheat(husked),2015,-52.09090909090901,-53.63636363636374,buldhana,maharashtra
kinwat,maize,2015,-175.0,-175.0,nanded,maharashtra
ausa,pigeon pea (tur),2014,160.25,-938.25,latur,maharashtra
akluj,maize,2014,-116.33333333333326,-524.6666666666666,solapur,maharashtra
akluj,maize,2016,171.0,-138.8571428571429,solapur,maharashtra
chalisgaon,maize,2014,-263.33333333333326,-556.0,jalgaon,maharashtra
chalisgaon,maize,2015,-149.375,-154.125,jalgaon,maharashtra
chalisgaon,maize,2016,-77.72727272727275,-155.5454545454545,jalgaon,maharashtra
washim,wheat(husked),2014,-8.0,-522.0,wasim,maharashtra
washim,wheat(husked),2015,-95.08333333333326,-110.16666666666674,wasim,maharashtra
jalna-badnapur,pigeon pea (tur),2014,-50.0,-1083.0,jalna,maharashtra
dondaicha,sesamum,2016,-3375.0,-3375.0,dhule,maharashtra
pusad,pigeon pea (tur),2014,251.33333333333303,-900.3333333333335,yewatmal,maharashtra
raver,pigeon pea (tur),2014,-1151.0,-1788.5,jalgaon,maharashtra
shegaon,wheat(husked),2014,-89.5,-578.0,buldhana,maharashtra
shegaon,wheat(husked),2015,-203.5,-210.83333333333326,buldhana,maharashtra
nagpur,paddy-unhusked,2014,70.0,-292.0,nagpur,maharashtra
indapur,sunflower,2014,-750.0,-750.0,pune,maharashtra
indapur,sunflower,2015,-816.0,-816.0,pune,maharashtra
indapur,sunflower,2016,-714.6666666666665,-714.6666666666665,pune,maharashtra
lasur station,maize,2014,-330.0,-496.0,aurangabad,maharashtra
lasur station,maize,2015,-135.58333333333326,-139.83333333333326,aurangabad,maharashtra
lasur station,maize,2016,-9.909090909090992,-68.18181818181824,aurangabad,maharashtra
hingoli,wheat(husked),2014,3.0,-598.6666666666666,hingoli,maharashtra
dharangaon,maize,2016,-82.16666666666674,-212.83333333333326,jalgaon,maharashtra
sinner,bajri,2014,-158.25,-533.5,nasik,maharashtra
sinner,bajri,2015,-90.41666666666674,-91.5,nasik,maharashtra
sinner,bajri,2016,136.72727272727275,-96.0,nasik,maharashtra
indapur-bhigwan,sorgum(jawar),2014,370.0,-587.0,pune,maharashtra
indapur-bhigwan,sorgum(jawar),2015,-89.09999999999991,-128.5,pune,maharashtra
indapur-bhigwan,sorgum(jawar),2016,-2.272727272727252,-221.36363636363626,pune,maharashtra
shirpur,bajri,2014,-311.0,-611.75,dhule,maharashtra
shirpur,bajri,2015,-179.18181818181824,-189.4545454545455,dhule,maharashtra
shirpur,bajri,2016,-2.0,-205.27272727272725,dhule,maharashtra
shrirampur,wheat(husked),2014,-58.5,-536.0,ahmadnagar,maharashtra
shrirampur,wheat(husked),2015,-103.09090909090901,-123.18181818181824,ahmadnagar,maharashtra
patur,wheat(husked),2014,-129.0,-681.6666666666666,akola,maharashtra
patur,wheat(husked),2015,-158.18181818181824,-210.27272727272725,akola,maharashtra
mantha,bajri,2014,250.0,-450.0,jalna,maharashtra
rahuri,pigeon pea (tur),2015,-75.0,-75.0,ahmadnagar,maharashtra
parbhani,wheat(husked),2014,13.0,-495.75,parbhani,maharashtra
parbhani,wheat(husked),2015,-55.25,-63.16666666666674,parbhani,maharashtra
gondiya,rice(paddy-hus),2016,-360.0,-360.0,gondiya,maharashtra
nandgaon,maize,2014,-331.25,-331.25,nasik,maharashtra
nandgaon,maize,2015,-2.75,-2.75,nasik,maharashtra
nandgaon,maize,2016,-6.5,-6.5,nasik,maharashtra
malkapur,sesamum,2016,-3435.0,-3435.0,buldhana,maharashtra
lasalgaon,pigeon pea (tur),2014,-849.5,-1335.0,nasik,maharashtra
malkapur,sorgum(jawar),2014,-390.75,-775.75,buldhana,maharashtra
malkapur,sorgum(jawar),2015,-400.75,-419.58333333333326,buldhana,maharashtra
malkapur,sorgum(jawar),2016,-282.0999999999999,-525.5,buldhana,maharashtra
mangrulpeer,pigeon pea (tur),2014,-24.25,-1312.25,wasim,maharashtra
paithan,sorgum(jawar),2014,33.0,-615.5,aurangabad,maharashtra
paithan,sorgum(jawar),2015,-78.22222222222217,-56.55555555555566,aurangabad,maharashtra
paithan,sorgum(jawar),2016,37.09090909090901,-59.818181818181756,aurangabad,maharashtra
gangapur,bajri,2014,11.0,-482.75,aurangabad,maharashtra
murum,pigeon pea (tur),2014,429.0,-1144.75,osmanabad,maharashtra
amarawati,pigeon pea (tur),2014,458.0,-1239.3333333333335,amaravathi,maharashtra
lasur station,bajri,2014,-113.66666666666674,-545.0,aurangabad,maharashtra
lasur station,bajri,2015,-65.41666666666674,-80.66666666666674,aurangabad,maharashtra
lasur station,bajri,2016,50.36363636363626,-33.0,aurangabad,maharashtra
gangapur,wheat(husked),2014,73.0,-400.75,aurangabad,maharashtra
gangapur,wheat(husked),2015,-5.818181818181756,-9.181818181818244,aurangabad,maharashtra
indapur (nimgaon ketki),maize,2015,128.0,-128.0,pune,maharashtra
pachora,sesamum,2015,-925.0,-925.0,jalgaon,maharashtra
pachora,sesamum,2016,-10.0,-10.0,jalgaon,maharashtra
ahmedpur,sunflower,2014,-1209.0,-2027.0,latur,maharashtra
ahmedpur,sunflower,2015,-489.2857142857142,-806.5714285714284,latur,maharashtra
ahmedpur,sunflower,2016,-454.909090909091,-779.5454545454545,latur,maharashtra
kalamnuri,sorgum(jawar),2015,-40.83333333333326,-40.83333333333326,hingoli,maharashtra
jintur,pigeon pea (tur),2014,-558.5,-1384.5,parbhani,maharashtra
jamkhed,sorgum(jawar),2014,252.66666666666674,-470.33333333333326,ahmadnagar,maharashtra
jamkhed,sorgum(jawar),2016,114.4545454545455,-165.0,ahmadnagar,maharashtra
ramtek,paddy-unhusked,2016,371.33333333333326,-7.6666666666667425,nagpur,maharashtra
kalamb (os),gr.nut kernels,2014,-1100.0,-1100.0,osmanabad,maharashtra
solapur,rice(paddy-hus),2014,740.5,-7.0,solapur,maharashtra
murum,bajri,2014,119.25,-79.75,osmanabad,maharashtra
satana,wheat(husked),2014,67.75,-423.75,nasik,maharashtra
satana,wheat(husked),2015,-35.55555555555566,-30.444444444444343,nasik,maharashtra
nandura,sesamum,2016,238.0,-355.818181818182,buldhana,maharashtra
tiroda,paddy-unhusked,2014,363.75,-266.5,gondiya,maharashtra
tiroda,paddy-unhusked,2016,165.4545454545455,-47.90909090909099,gondiya,maharashtra
risod,pigeon pea (tur),2014,165.0,-1447.0,wasim,maharashtra
gevrai,wheat(husked),2014,-17.75,-380.5,beed,maharashtra
gevrai,wheat(husked),2015,-63.58333333333326,-67.83333333333326,beed,maharashtra
aurangabad,maize,2014,-438.0,-438.0,aurangabad,maharashtra
aurangabad,maize,2015,-225.0,-225.0,aurangabad,maharashtra
osmanabad,wheat(husked),2014,-56.0,-397.66666666666674,osmanabad,maharashtra
chikhali,mustard,2015,-200.0,-200.0,buldhana,maharashtra
shrigonda,sorgum(jawar),2015,21.0,-788.0,ahmadnagar,maharashtra
shrigonda,sorgum(jawar),2016,41.25,-70.25,ahmadnagar,maharashtra
shevgaon,wheat(husked),2014,5.75,-403.5,ahmadnagar,maharashtra
shevgaon,wheat(husked),2015,-87.33333333333326,-84.08333333333326,ahmadnagar,maharashtra
ramtek,pigeon pea (tur),2014,-320.6666666666665,-968.6666666666665,nagpur,maharashtra
fulambri,wheat(husked),2015,-125.0,-125.0,aurangabad,maharashtra
jalna,mustard,2014,525.0,-645.0,jalna,maharashtra
umarkhed-danki,wheat(husked),2014,-37.5,-621.0,yewatmal,maharashtra
umarkhed-danki,wheat(husked),2015,-101.66666666666674,-162.25,yewatmal,maharashtra
majalgaon,bajri,2014,-118.25,-510.25,beed,maharashtra
majalgaon,bajri,2015,18.181818181818244,-10.545454545454504,beed,maharashtra
majalgaon,bajri,2016,46.181818181818244,-147.090909090909,beed,maharashtra
nandgaon,pigeon pea (tur),2014,-837.0,-837.0,nasik,maharashtra
buldhana,wheat(husked),2014,0.0,-346.0,buldhana,maharashtra
buldhana,wheat(husked),2015,-175.29999999999995,-186.70000000000005,buldhana,maharashtra
dhamangaon-rly,wheat(husked),2014,-45.75,-556.75,amaravathi,maharashtra
dhamangaon-rly,wheat(husked),2015,-224.0,-188.875,amaravathi,maharashtra
murum,maize,2014,65.0,-477.0,osmanabad,maharashtra
taloda,cotton,2015,-22.800000000000182,-22.800000000000182,nandurbar,maharashtra
purna,mustard,2015,115.0,-692.5,parbhani,maharashtra
ner parasopant,wheat(husked),2015,-209.83333333333326,-209.83333333333326,yewatmal,maharashtra
armori,paddy-unhusked,2014,365.0,-336.0,gadchiroli,maharashtra
yeola,maize,2014,-264.5,-414.5,nasik,maharashtra
yeola,maize,2015,-54.0,-60.0,nasik,maharashtra
yeola,maize,2016,87.33333333333326,-1.0,nasik,maharashtra
rahata,maize,2014,-141.33333333333326,-632.3333333333334,ahmadnagar,maharashtra
rahata,maize,2015,-103.4545454545455,-154.0,ahmadnagar,maharashtra
rahata,maize,2016,29.181818181818244,-127.4545454545455,ahmadnagar,maharashtra
kalmeshwar,sorgum(jawar),2015,-290.0,-290.0,nagpur,maharashtra
kada,wheat(husked),2014,-1.5,-213.25,beed,maharashtra
amalner,sesamum,2014,5200.0,-1275.0,jalgaon,maharashtra
amalner,sesamum,2015,-1200.0,-113.0,jalgaon,maharashtra
karmala,sorgum(jawar),2014,63.5,-672.0,solapur,maharashtra
karmala,sorgum(jawar),2015,17.57142857142867,-113.42857142857133,solapur,maharashtra
karmala,sorgum(jawar),2016,0.4545454545454959,-152.909090909091,solapur,maharashtra
sakri,sorgum(jawar),2014,-439.0,-815.0,dhule,maharashtra
sakri,sorgum(jawar),2015,-455.5,-456.0,dhule,maharashtra
sakri,sorgum(jawar),2016,-433.5,-531.0,dhule,maharashtra
bhokar,sorgum(jawar),2014,-290.25,-479.75,nanded,maharashtra
bhokar,sorgum(jawar),2015,-347.5,-345.0,nanded,maharashtra
bhokar,sorgum(jawar),2016,-261.4545454545455,-342.63636363636374,nanded,maharashtra
kurdwadi-modnimb,bajri,2015,76.0,-600.0,solapur,maharashtra
dondaicha-sindkheda,bajri,2015,-35.0,-35.0,dhule,maharashtra
dondaicha-sindkheda,bajri,2016,-8.909090909090992,-8.909090909090992,dhule,maharashtra
dudhani,pigeon pea (tur),2014,403.0,-752.0,solapur,maharashtra
bhiwapur,cotton,2014,-56.666666666666515,-1420.3333333333335,nagpur,maharashtra
bhiwapur,cotton,2016,449.66666666666697,-184.0,nagpur,maharashtra
bhusaval,pigeon pea (tur),2015,-462.5,-462.5,jalgaon,maharashtra
barshi,pigeon pea (tur),2014,-267.6666666666665,-1593.3333333333335,solapur,maharashtra
amarawati,sorgum(jawar),2014,-69.0,-664.0,amaravathi,maharashtra
amarawati,sorgum(jawar),2015,-65.08333333333326,-130.0,amaravathi,maharashtra
amarawati,sorgum(jawar),2016,29.09999999999991,-208.4000000000001,amaravathi,maharashtra
nagpur,maize,2015,-62.5,-62.5,nagpur,maharashtra
nagpur,maize,2016,-82.5,-82.5,nagpur,maharashtra
malegaon,bajri,2014,1.5,-468.0,nasik,maharashtra
malegaon,bajri,2015,3.0,-12.916666666666742,nasik,maharashtra
malegaon,bajri,2016,125.33333333333326,-98.22222222222217,nasik,maharashtra
dhule,wheat(husked),2014,-151.25,-617.5,dhule,maharashtra
dhule,wheat(husked),2015,-202.33333333333326,-214.91666666666674,dhule,maharashtra
gangapur,pigeon pea (tur),2014,23.0,-1275.0,aurangabad,maharashtra
gondpimpri,pigeon pea (tur),2014,-20.0,-20.0,chandrapur,maharashtra
katol,pigeon pea (tur),2014,25.0,-1527.0,nagpur,maharashtra
jalna-badnapur,maize,2014,-460.0,-460.0,jalna,maharashtra
jalna-badnapur,maize,2015,-98.0,-98.0,jalna,maharashtra
jalna-badnapur,maize,2016,-293.25,-293.25,jalna,maharashtra
karmala,sunflower,2014,-789.0,-789.0,solapur,maharashtra
karmala,sunflower,2015,-604.0,-604.0,solapur,maharashtra
karmala,sunflower,2016,-1227.0,-1227.0,solapur,maharashtra
sakri,sunflower,2014,-1999.0,-1999.0,dhule,maharashtra
sakri,sunflower,2015,-1633.5,-1633.5,dhule,maharashtra
sakri,sunflower,2016,-728.0,-728.0,dhule,maharashtra
karmala,maize,2014,-229.0,-229.0,solapur,maharashtra
karmala,maize,2015,-15.0,-15.0,solapur,maharashtra
nilanga,sunflower,2015,-421.5,-421.5,latur,maharashtra
nagpur,sorgum(jawar),2014,50.0,-350.0,nagpur,maharashtra
nagpur,sorgum(jawar),2015,-77.20000000000005,-72.29999999999995,nagpur,maharashtra
nagpur,sorgum(jawar),2016,-110.0,-110.0,nagpur,maharashtra
kada,maize,2014,-137.0,-584.5,beed,maharashtra
kada,maize,2015,-29.454545454545496,-74.27272727272725,beed,maharashtra
kada,maize,2016,-27.555555555555657,-197.22222222222217,beed,maharashtra
umarga,maize,2014,-124.0,-569.3333333333334,osmanabad,maharashtra
umarga,maize,2015,4.3333333333332575,-36.111111111111086,osmanabad,maharashtra
umarga,maize,2016,-73.25,-261.75,osmanabad,maharashtra
mohol,maize,2014,-59.25,-465.75,solapur,maharashtra
mohol,maize,2015,3.2000000000000455,-18.5,solapur,maharashtra
shevgaon-bodhegaon,pigeon pea (tur),2014,100.0,-1477.0,ahmadnagar,maharashtra
vaduj,sorgum(jawar),2014,607.75,-128.25,satara,maharashtra
sinner,maize,2014,-211.5,-563.75,nasik,maharashtra
sinner,maize,2015,-77.25,-84.58333333333326,nasik,maharashtra
sinner,maize,2016,67.88888888888891,-55.77777777777783,nasik,maharashtra
morshi,sorgum(jawar),2014,-168.75,-662.75,amaravathi,maharashtra
morshi,sorgum(jawar),2015,-356.5,-357.08333333333326,amaravathi,maharashtra
morshi,sorgum(jawar),2016,-305.18181818181824,-524.5454545454545,amaravathi,maharashtra
osmanabad,maize,2015,-190.0,-190.0,osmanabad,maharashtra
sinner,mustard,2015,-199.0,-199.0,nasik,maharashtra
buldhana-dhad,maize,2015,-141.66666666666674,-141.66666666666674,buldhana,maharashtra
buldhana-dhad,maize,2016,-142.0,-142.0,buldhana,maharashtra
soygaon,maize,2015,-182.5,-182.5,aurangabad,maharashtra
soygaon,maize,2016,-56.75,-56.75,aurangabad,maharashtra
ashti (jalna),maize,2015,-125.0,-125.0,jalna,maharashtra
kada (ashti),wheat(husked),2014,250.0,-367.0,beed,maharashtra
kada (ashti),wheat(husked),2015,-49.5,62.5,beed,maharashtra
vani,pigeon pea (tur),2014,287.0,-1087.5,yewatmal,maharashtra
vai,sorgum(jawar),2016,-816.6666666666666,-816.6666666666666,satara,maharashtra
atpadi,sorgum(jawar),2014,150.0,-384.5,sangli,maharashtra
atpadi,sorgum(jawar),2016,147.16666666666674,-93.16666666666674,sangli,maharashtra
digras,pigeon pea (tur),2014,143.5,-1657.0,yewatmal,maharashtra
purna,sorgum(jawar),2014,-487.0,-683.25,parbhani,maharashtra
purna,sorgum(jawar),2015,-399.7777777777778,-402.44444444444434,parbhani,maharashtra
purna,sorgum(jawar),2016,-232.0,-311.0,parbhani,maharashtra
kej,sunflower,2016,-265.5,-265.5,beed,maharashtra
shrirampur,sunflower,2015,-934.0,-934.0,ahmadnagar,maharashtra
khamgaon,sesamum,2016,159.33333333333303,-432.66666666666697,buldhana,maharashtra
achalpur,sorgum(jawar),2014,-58.66666666666674,-510.33333333333326,amaravathi,maharashtra
achalpur,sorgum(jawar),2015,-190.5,-190.5,amaravathi,maharashtra
achalpur,sorgum(jawar),2016,-206.29999999999995,-328.79999999999995,amaravathi,maharashtra
kannad,sorgum(jawar),2014,-184.75,-710.75,aurangabad,maharashtra
kannad,sorgum(jawar),2015,-205.55555555555566,-214.8888888888889,aurangabad,maharashtra
kannad,sorgum(jawar),2016,-76.63636363636374,-275.27272727272725,aurangabad,maharashtra
lasalgaon,sunflower,2014,-1024.0,-1621.0,nasik,maharashtra
lasalgaon,sunflower,2015,-1019.1999999999998,-981.0,nasik,maharashtra
lasalgaon,sunflower,2016,-799.3333333333335,-1586.0,nasik,maharashtra
loha,sorgum(jawar),2014,-266.66666666666674,-490.0,nanded,maharashtra
loha,sorgum(jawar),2015,-297.1111111111111,-306.1111111111111,nanded,maharashtra
loha,sorgum(jawar),2016,-251.875,-230.375,nanded,maharashtra
indapur,wheat(husked),2015,-40.14285714285711,-198.42857142857133,pune,maharashtra
umarga,sunflower,2014,-734.75,-1819.0,osmanabad,maharashtra
umarga,sunflower,2015,-636.1666666666665,-693.4166666666665,osmanabad,maharashtra
umarga,sunflower,2016,-673.0,-1147.875,osmanabad,maharashtra
kada,safflower,2015,-949.0,-949.0,beed,maharashtra
parbhani,pigeon pea (tur),2014,108.25,-1345.25,parbhani,maharashtra
barshi-vairag,sunflower,2014,-800.0,-800.0,solapur,maharashtra
barshi-vairag,sunflower,2015,-533.0,-533.0,solapur,maharashtra
barshi-vairag,sunflower,2016,-938.5,-938.5,solapur,maharashtra
hinganghat,sorgum(jawar),2015,-407.0,-999.0,wardha,maharashtra
hinganghat,sorgum(jawar),2016,-378.75,-369.25,wardha,maharashtra
sengaon,sorgum(jawar),2015,-56.40000000000009,-56.40000000000009,hingoli,maharashtra
sengaon,sorgum(jawar),2016,-50.0,-50.0,hingoli,maharashtra
indapur-bhigwan,rice(paddy-hus),2014,12.5,-567.5,pune,maharashtra
indapur-bhigwan,rice(paddy-hus),2015,-25.0,-86.29999999999995,pune,maharashtra
indapur-bhigwan,rice(paddy-hus),2016,136.0,-82.27272727272725,pune,maharashtra
pavani,paddy-unhusked,2014,647.25,-20.0,bhandara,maharashtra
pune,bajri,2014,498.33333333333326,-183.66666666666674,pune,maharashtra
shahada,wheat(husked),2014,33.66666666666674,-520.3333333333334,nandurbar,maharashtra
shahada,wheat(husked),2015,-73.83333333333326,-94.41666666666674,nandurbar,maharashtra
bhusaval,wheat(husked),2014,-161.75,-517.0,jalgaon,maharashtra
bhusaval,wheat(husked),2015,-223.0,-222.83333333333326,jalgaon,maharashtra
rahuri-vambori,bajri,2014,95.5,-71.25,ahmadnagar,maharashtra
kurdwadi,maize,2014,-62.0,-556.6666666666666,solapur,maharashtra
kurdwadi,maize,2015,3.0,-21.25,solapur,maharashtra
kalamb (os),pigeon pea (tur),2014,-770.0,-1478.0,osmanabad,maharashtra
nandgaon khandeshwar,sorgum(jawar),2016,-566.3333333333333,-566.3333333333333,amaravathi,maharashtra
sillod-bharadi,safflower,2014,-780.0,-1915.0,aurangabad,maharashtra
sillod-bharadi,safflower,2015,-1129.0,-1080.0,aurangabad,maharashtra
anajngaon surji,sunflower,2014,-1339.5,-1655.5,amaravathi,maharashtra
anajngaon surji,sunflower,2015,-1012.5,-1023.5,amaravathi,maharashtra
anajngaon surji,sunflower,2016,-1050.0,-1975.0,amaravathi,maharashtra
sangali,wheat(husked),2014,199.5,-365.0,sangli,maharashtra
kalvan,sorgum(jawar),2016,-261.0,-261.0,nasik,maharashtra
satana,pigeon pea (tur),2014,-569.0,-757.0,nasik,maharashtra
sillod-bharadi,sorgum(jawar),2014,-330.0,-330.0,aurangabad,maharashtra
sillod-bharadi,sorgum(jawar),2015,-552.5,-552.5,aurangabad,maharashtra
sillod-bharadi,sorgum(jawar),2016,-334.66666666666674,-334.66666666666674,aurangabad,maharashtra
karanja,wheat(husked),2014,-86.75,-568.5,wasim,maharashtra
karanja,wheat(husked),2015,-155.0,-159.25,wasim,maharashtra
jalgaon jamod-aasalgaon,sorgum(jawar),2014,-462.75,-779.0,buldhana,maharashtra
jalgaon jamod-aasalgaon,sorgum(jawar),2015,-467.66666666666674,-477.58333333333326,buldhana,maharashtra
jalgaon jamod-aasalgaon,sorgum(jawar),2016,-448.1111111111111,-561.1111111111111,buldhana,maharashtra
gevrai,pigeon pea (tur),2014,-101.25,-1455.5,beed,maharashtra
gangapur,maize,2014,-286.75,-433.25,aurangabad,maharashtra
gangapur,maize,2015,-120.81818181818176,-131.0,aurangabad,maharashtra
solapur,sorgum(jawar),2014,230.0,-470.25,solapur,maharashtra
nandura,wheat(husked),2014,-51.25,-565.0,buldhana,maharashtra
nandura,wheat(husked),2015,-165.63636363636374,-179.5454545454545,buldhana,maharashtra
tasgaon,maize,2014,-64.0,-401.33333333333337,sangli,maharashtra
tasgaon,maize,2015,10.375,-1.125,sangli,maharashtra
tasgaon,maize,2016,35.181818181818244,-74.27272727272725,sangli,maharashtra
wardha,cotton,2014,195.5,-1427.0,wardha,maharashtra
indapur-bhigwan,safflower,2014,-550.0,-1800.0,pune,maharashtra
indapur-bhigwan,safflower,2015,-950.0,-966.6666666666665,pune,maharashtra
sinner,rice(paddy-hus),2014,-86.5,-199.5,nasik,maharashtra
daryapur,safflower,2015,-1044.0,-1044.0,amaravathi,maharashtra
ambad(vadi godri),wheat(husked),2014,5.0,-534.5,jalna,maharashtra
ambad(vadi godri),wheat(husked),2015,-8.571428571428669,-85.71428571428578,jalna,maharashtra
baramati,sorgum(jawar),2014,194.0,-317.33333333333326,pune,maharashtra
baramati,sorgum(jawar),2015,1.0,-0.7777777777778283,pune,maharashtra
baramati,sorgum(jawar),2016,-19.90909090909099,-147.5454545454545,pune,maharashtra
ralegaon,cotton,2014,125.0,-1309.3333333333335,yewatmal,maharashtra
ralegaon,cotton,2016,525.1428571428569,-17.42857142857156,yewatmal,maharashtra
chikhali,maize,2014,-273.33333333333326,-574.6666666666666,buldhana,maharashtra
chikhali,maize,2015,-257.2222222222222,-264.1111111111111,buldhana,maharashtra
chikhali,maize,2016,-177.72727272727275,-268.090909090909,buldhana,maharashtra
beed,maize,2014,49.33333333333326,-408.0,beed,maharashtra
ner parasopant,pigeon pea (tur),2014,226.0,-1354.0,yewatmal,maharashtra
sillod-bharadi,maize,2014,-160.0,-621.0,aurangabad,maharashtra
sillod-bharadi,maize,2015,-100.0,-237.33333333333326,aurangabad,maharashtra
sillod-bharadi,maize,2016,57.181818181818244,-49.818181818181756,aurangabad,maharashtra
jalgaon jamod-aasalgaon,sunflower,2015,-1200.0,-1200.0,buldhana,maharashtra
varud-rajura bazar,sorgum(jawar),2014,-212.5,-818.5,amaravathi,maharashtra
varud-rajura bazar,sorgum(jawar),2015,-357.91666666666674,-405.16666666666674,amaravathi,maharashtra
varud-rajura bazar,sorgum(jawar),2016,-189.57142857142867,-438.0,amaravathi,maharashtra
daryapur,sorgum(jawar),2014,-337.5,-564.5,amaravathi,maharashtra
daryapur,sorgum(jawar),2015,-373.42857142857133,-366.7142857142858,amaravathi,maharashtra
